Sentence,ORG1,ORG2,ORG3,ORG4,ORG5
中航技国际经贸发展有限公司受湖南省建筑科学研究院的委托，对湖南省建筑科学研究院信息化项目进行竞争性磋商采购，现采用发布公告方式，邀请符合资格条件的供应商参与竞争性磋商采购活动。,中航技国际经贸发展有限公司,湖南省建筑科学研究院,,,
1、采购项目名称：湖南省建筑科学研究院信息化项目,湖南省建筑科学研究院,,,,
湖南省建筑科学研究院信息化项目,湖南省建筑科学研究院,,,,
采购人：湖南省建筑科学研究院,湖南省建筑科学研究院,,,,
北京致泰房地产开发有限公司,北京致泰房地产开发有限公司,,,,
中航技国际经贸发展有限公司受天马微电子股份有限公司委托对下列产品及服务进行国际竞争性招标。现邀请合格投标人参加投标。,中航技国际经贸发展有限公司,天马微电子股份有限公司,,,
交银企业管理服务（上海）有限公司遴选卖品部货品供应商项目招标公告,交银企业管理服务（上海）有限公司,,,,
1、项目名称：交银企业管理服务（上海）有限公司遴选卖品部货品供应商项目,交银企业管理服务（上海）有限公司,,,,
采购人：交银企业管理服务（上海）有限公司,交银企业管理服务（上海）有限公司,,,,
中航技国际经贸发展有限公司对温差校准装置进行招标。现欢迎合格投标人参加投标。,中航技国际经贸发展有限公司,,,,
招标人：海南新媒体绿都投资有限公司招标代理机构：中航技国际经贸发展有限公司,中航技国际经贸发展有限公司,海南新媒体绿都投资有限公司,,,
本招标项目悦来会展总部基地土石方工程已由以批准建设，招标人为重庆两江商务中心置业有限公司，建设资金来自国内项目，项目出资比例为。项目已具备招标条件，现对该项目的施工进行公开招标。,重庆两江商务中心置业有限公司,,,,
中航技国际经贸发展有限公司内蒙古分公司受内蒙古惠民投资有限责任公司委托，采用公开招标的方式，采购察右中旗移动卫生间工程。欢迎符合资格条件的供应商前来报名参加。,中航技国际经贸发展有限公司内蒙古分公司,内蒙古惠民投资有限责任公司,,,
甘肃省体育工作第一大队物业管理服务外包项目已经批准实施，中航技国际经贸发展有限公司甘肃分公司受甘肃省体育工作第一大队的全权委托，对该项目进行国内公开招标，现邀请合格的潜在投标人参加投标。,中航技国际经贸发展有限公司甘肃分公司,甘肃省体育工作第一大队,,,
招标代理机构：中航技国际经贸发展有限公司甘肃分公司,中航技国际经贸发展有限公司甘肃分公司,,,,
1.2设备包名称：南通深南电路有限公司项目-全自动曝光机(内层),南通深南电路有限公司,,,,
1.3项目概况与招标范围：0730-174011SZ0036/02南通深南电路有限公司项目-全自动曝光机(内层),南通深南电路有限公司,,,,
招标人：交银企业管理服务（上海）有限公司,交银企业管理服务（上海）有限公司,,,,
中航技国际经贸发展有限公司受苏州市相城区黄桥街道卫生院的委托，就其采购超高清电子胃镜项目进行国内公开招标。欢迎有资格的投标单位前来参加投标。,中航技国际经贸发展有限公司,苏州市相城区黄桥街道卫生院,,,
4、接收人：中航技国际经贸发展有限公司,中航技国际经贸发展有限公司,,,,
采购单位：苏州市相城区黄桥街道卫生院,苏州市相城区黄桥街道卫生院,,,,
中航技国际经贸发展有限公司受中国飞行试验研究院委托，对9号道供电设施进行招标。现欢迎合格投标人参加投标。,中航技国际经贸发展有限公司,中国飞行试验研究院,,,
中航技国际经贸发展有限公司受中航光电科技股份有限公司委托，对光纤柔性板自动布纤设备进行招标。现欢迎合格投标人参加投标。,中航技国际经贸发展有限公司,中航光电科技股份有限公司,,,
中航技国际经贸发展有限公司受上海中航光电子有限公司委托对下列产品及服务进行国际竞争性招标。现邀请合格投标人参加投标。,中航技国际经贸发展有限公司,上海中航光电子有限公司,,,
中航技国际经贸发展有限公司受中国航发南方工业有限公司委托对下列产品及服务进行国际竞争性招标。现邀请合格投标人参加投标。,中航技国际经贸发展有限公司,中国航发南方工业有限公司,,,
中航贵州飞机有限责任公司钣金分厂工装搬迁工程招标公告,中航贵州飞机有限责任公司,,,,
项目名称：中航贵州飞机有限责任公司钣金分厂工装搬迁工程,中航贵州飞机有限责任公司,,,,
1.中航技国际经贸发展有限公司（以下简称“招标机构”）受中航贵州飞机有限责任公司委托，通过公开招标方式邀请合格投标人，就中航贵州飞机有限责任公司钣金分厂工装搬迁工程的货物和有关服务提交密封投标文件。,中航技国际经贸发展有限公司,中航贵州飞机有限责任公司,,,
中航技国际经贸发展有限公司受新乡航空工业(集团)有限公司委托，对燃油过滤器综合试验台进行招标。现欢迎合格投标人参加投标。,中航技国际经贸发展有限公司,新乡航空工业(集团)有限公司,,,
新乡航空工业(集团)有限公司,新乡航空工业(集团)有限公司,,,,
招标人：中国石油集团西部钻探工程有限公司苏里格气田项目经理部,中国石油集团西部钻探工程有限公司,,,,
中航技国际经贸发展有限公司受成都中航瑞赛置业有限公司的委托，拟以竞争性谈判方式对中航国际交流中心楼宇字制作安装工程进行采购，欢迎贵公司按本邀请书的有关要求前来洽谈。,中航技国际经贸发展有限公司,成都中航瑞赛置业有限公司,,,
2.项目名称：中航国际交流中心楼宇字制作及安装工程,中航国际交流中心,,,,
3.1中航国际交流中心楼宇字设计方案（本次谈判根据谈判文件相关要求带设计方案投标）,中航国际交流中心,,,,
11.采购人名称：成都中航瑞赛置业有限公司,成都中航瑞赛置业有限公司,,,,
12.采购代理机构：中航技国际经贸发展有限公司,中航技国际经贸发展有限公司,,,,
招标人：昆明长水国际机场有限责任公司招标代理机构：中航技国际经贸发展有限公司,昆明长水国际机场有限责任公司,中航技国际经贸发展有限公司,,,
宁卧庄宾馆八号楼员工电梯更换采购及安装项目已经批准实施，中航技国际经贸发展有限公司甘肃分公司受甘肃宁卧庄宾馆的全权委托，对该项目进行国内公开招标，现邀请合格的潜在投标人参加投标。,中航技国际经贸发展有限公司甘肃分公司,甘肃宁卧庄宾馆,,,
二、项目名称：中国质量认证中心元数据管理平台及数据处理和指标计算引擎项目,中国质量认证中心,,,,
采购人名称：中国质量认证中心,中国质量认证中心,,,,
中航技国际经贸发展有限公司受成都中医药大学委托，对成都中医药大学温江校区人力资源管理子系统开发项目(第二次)进行招标。现欢迎合格投标人参加投标。,中航技国际经贸发展有限公司,成都中医药大学,,,
2．设备包名称：成都中医药大学温江校区人力资源管理子系统开发项目(第二次),成都中医药大学,,,,
中航技国际经贸发展有限公司受西安飞机工业(集团)有限责任公司委托，对网络布线进行招标。现欢迎合格投标人参加投标。,中航技国际经贸发展有限公司,西安飞机工业(集团)有限责任公司,,,
监督单位：包头供电局纪委,包头供电局纪委,,,,
中航技国际经贸发展有限公司受西安飞机工业(集团)有限责任公司委托，对结构非线性分析软件进行招标。现欢迎合格投标人参加投标。,中航技国际经贸发展有限公司,西安飞机工业(集团)有限责任公司,,,
中航技国际经贸发展有限公司受江西洪都航空工业股份有限公司委托，对航空城北区非涉密网网络基础建设项目进行招标。现欢迎合格投标人参加投标。,中航技国际经贸发展有限公司,江西洪都航空工业股份有限公司,,,
中航技国际经贸发展有限公司受西安飞机设计研究所委托，对三军数据链激励器进行招标。现欢迎合格投标人参加投标。,中航技国际经贸发展有限公司,西安飞机设计研究所,,,
中航技国际经贸发展有限公司受中国航空无线电电子研究所委托，对DIMA平台数字化模型仿真环境进行招标。现欢迎合格投标人参加投标。,中航技国际经贸发展有限公司,中国航空无线电电子研究所,,,
受苏州市相城区阳澄湖镇卫生院的委托，中航技国际经贸发展有限公司对其拟采购的耳鼻喉科综合动力系统项目在国内组织竞争性谈判采购。欢迎符合谈判采购文件资格条件的各供应商前来参加谈判。,中航技国际经贸发展有限公司,苏州市相城区阳澄湖镇卫生院,,,
